Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),HP EV,Atk EV,Def EV,SpA EV,SpD EV,Speed EV,Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
366,Omastar 2,Omastar,2,Modest,Sitrus Berry,Hydro Pump,Rain Dance,Ice Beam,Protect,Swift Swim / Shell Armor,255 HP / 255 SpD,255,,,,255,,344/140/286/292/239/146,146,177/72/145/149/122/75,75,31
367,Kabutops 2,Kabutops,2,Adamant,Salac Berry,Slash,Rock Slide,Flail,Endure,Swift Swim / Battle Armor,255 Atk / 255 SpD,,255,,,255,,261/361/246/149/239/196,196,135/183/125/76/122/100,100,31
368,Poliwrath 2,Poliwrath,2,Adamant,Chesto Berry,Brick Break,Hypnosis,Rest,Belly Drum,Water Absorb / Damp,255 HP / 255 Atk,255,255,,,,,384/295/226/158/216/176,176,197/150/115/81/110/90,90,31
369,Scyther 2,Scyther,2,Adamant,BrightPowder,Silver Wind,Aerial Ace,Swords Dance,Double Team,Swarm,255 Atk / 255 Speed,,255,,,,255,281/350/196/131/196/309,309,145/178/100/67/100/157,157,31
370,Pinsir 2,Pinsir,2,Jolly,Salac Berry,Guillotine,Swords Dance,Flail,Endure,Hyper Cutter,255 HP / 255 Speed,255,,,,,255,334/286/236/131/176/295,295,172/145/120/67/90/150,150,31
371,Politoed 2,Politoed,2,Modest,Lax Incense,Surf,Psychic,Mud-Slap,Swagger,Water Absorb / Damp,255 Def / 255 SpA,,,255,255,,,321/167/249/306/236/176,176,165/85/127/156/120/90,90,31
372,Cloyster 2,Cloyster,2,Careful,Leftovers,Dive,Toxic,Double Team,Protect,Shell Armor,255 HP / 255 SpD,255,,,,255,,304/226/396/185/207/176,176,157/115/200/94/106/90,90,31
373,Dugtrio 1,Dugtrio,1,Adamant,Soft Sand,Earthquake,Tri Attack,Slash,Sand Tomb,Sand Veil / Arena Trap,255 Atk / 255 Speed,,255,,,,255,211/284/136/122/176/339,339,110/145/70/63/90/172,172,31
374,Medicham 1,Medicham,1,Docile,Focus Band,Psychic,Hi Jump Kick,Calm Mind,Baton Pass,Pure Power,255 Atk / 255 Speed,,255,,,,255,261/219/186/156/186/259,259,135/112/95/80/95/132,132,31
375,Misdreavus 1,Misdreavus,1,Impish,Focus Band,Pain Split,Shadow Ball,Confuse Ray,Thunder Wave,Levitate,255 HP / 255 Def,255,,255,,,,324/156/240/185/206/206,206,167/80/123/94/105/105,105,31
376,Fearow 1,Fearow,1,Adamant,Sharp Beak,Drill Peck,Tri Attack,Facade,Mud-Slap,Keen Eye,255 Atk / 255 Speed,,255,,,,255,271/306/166/142/158/299,299,140/156/85/73/81/152,152,31
377,Granbull 1,Granbull,1,Adamant,Cheri Berry,Mega Kick,SmellingSalt,Thunder Wave,Roar,Intimidate,255 HP / 255 Atk,255,255,,,,,384/372/186/140/156/126,126,197/189/95/72/80/65,65,31
378,Jynx 1,Jynx,1,Modest,Shell Bell,Ice Beam,Fake Out,Lovely Kiss,Attract,Oblivious,255 HP / 255 SpA,255,,,255,,,334/122/106/361/226/226,226,172/63/55/183/115/115,115,31
379,Dusclops 1,Dusclops,1,Impish,Leftovers,Will-O-Wisp,Seismic Toss,Pain Split,Confuse Ray,Pressure,170 HP / 170 Def / 170 SpD,170,,170,,170,,263/176/371/140/338/86,86,136/90/188/72/171/45,45,31
380,Dodrio 1,Dodrio,1,Adamant,Chesto Berry,Drill Peck,Tri Attack,Sleep Talk,Rest,Run Away / Early Bird,255 Atk / 255 Speed,,255,,,,255,261/350/176/140/156/299,299,135/178/90/72/80/152,152,31
381,Mr. Mime 1,Mr. Mime,1,Relaxed,Leftovers,Psychic,Magical Leaf,Fake Out,Reflect,Soundproof,255 HP / 255 Def,255,,255,,,,284/126/251/236/276/194,194,147/65/128/120/140/99,99,31
382,Lanturn 1,Lanturn,1,Quiet,Cheri Berry,Surf,Confuse Ray,Attract,Thunder Wave,Volt Absorb / Illuminate,255 Def / 255 SpA,,,255,255,,,391/152/215/276/188/153,153,200/78/110/140/96/78,78,31
383,Breloom 1,Breloom,1,Jolly,King's Rock,Sky Uppercut,Mach Punch,Headbutt,Counter,Effect Spore,255 Atk / 255 Speed,,255,,,,255,261/359/196/140/156/262,262,135/182/100/72/80/134,134,31
384,Forretress 1,Forretress,1,Adamant,Focus Band,Double-Edge,Rock Slide,Light Screen,Spikes,Sturdy,255 Atk / 255 SpD,,255,,,255,,291/306/316/140/219/116,116,150/156/160/72/112/60,60,31
385,Whiscash 1,Whiscash,1,Adamant,Chesto Berry,Earthquake,Rock Slide,Amnesia,Rest,Oblivious,255 HP / 255 Atk,255,255,,,,,424/280/182/169/178/156,156,217/143/93/86/91/80,80,31
386,Xatu 1,Xatu,1,Hardy,Sharp Beak,Drill Peck,Night Shade,Wish,Future Sight,Synchronize / Early Bird,170 HP / 170 Atk / 170 SpA,170,170,,170,,,313/228/176/268/176/226,226,161/116/90/136/90/115,115,31
387,Skarmory 1,Skarmory,1,Adamant,Scope Lens,Steel Wing,Air Cutter,Counter,Agility,Keen Eye / Sturdy,170 HP / 170 Atk / 170 SpD,170,170,,,170,,313/261/316/104/218/176,176,161/133/160/54/111/90,90,31
388,Marowak 1,Marowak,1,Adamant,Thick Club,Bonemerang,Rock Slide,Icy Wind,Headbutt,Rock Head / Lightningrod,255 HP / 255 Atk,255,255,,,,,324/284/256/122/196/126,126,167/145/130/63/100/65,65,31
389,Quagsire 1,Quagsire,1,Adamant,Focus Band,Earthquake,Brick Break,Counter,Mud-Slap,Damp / Water Absorb,255 Atk / 255 SpD,,255,,,255,,331/295/206/149/229/106,106,170/150/105/76/117/55,55,31
390,Clefable 1,Clefable,1,Brave,Leftovers,Metronome,Double Team,Reflect,Follow Me,Cute Charm,255 Def / 255 SpD,,,255,,255,,331/193/245/206/279/140,140,170/99/125/105/142/72,72,31
391,Hariyama 1,Hariyama,1,Adamant,Focus Band,Cross Chop,Rock Slide,Counter,Fake Out,Thick Fat / Guts,170 HP / 170 Def / 170 SpD,170,,170,,170,,471/303/198/104/198/136,136,240/154/101/54/101/70,70,31
392,Raichu 1,Raichu,1,Modest,BrightPowder,Thunderbolt,Quick Attack,Light Screen,Double Team,Static,170 Def / 170 SpA / 170 Speed,,,170,170,,170,261/194/188/283/196/278,278,135/99/96/144/100/141,141,31
393,Dewgong 1,Dewgong,1,Quiet,NeverMeltIce,Ice Beam,Icy Wind,Headbutt,Fake Out,Thick Fat,255 HP / 255 SpA,255,,,255,,,384/176/196/262/226/158,158,197/90/100/134/115/81,81,31
394,Manectric 1,Manectric,1,Modest,Magnet,Thunderbolt,Flash,Quick Attack,Roar,Static / Lightningrod,255 SpA / 255 Speed,,,,255,,255,281/167/156/339/156/309,309,145/85/80/172/80/157,157,31
395,Vileplume 1,Vileplume,1,Impish,Persim Berry,Sludge Bomb,Petal Dance,Moonlight,Aromatherapy,Chlorophyll,255 HP / 255 Atk,255,255,,,,,354/259/226/212/216/136,136,182/132/116/108/110/70,70,31
396,Victreebel 1,Victreebel,1,Quiet,Sitrus Berry,Giga Drain,Sleep Powder,Sweet Scent,Synthesis,Chlorophyll,255 Def / 255 SpD,,,255,,255,,301/246/229/259/219/158,158,155/125/117/132/112/81,81,31
397,Electrode 1,Electrode,1,Quiet,Focus Band,Thunderbolt,Swift,Light Screen,Protect,Soundproof / Static,255 HP / 255 SpA,255,,,255,,,324/136/176/284/196/284,284,167/70/90/145/100/144,144,31
398,Exploud 1,Exploud,1,Impish,Chesto Berry,Hyper Voice,Shadow Ball,Sleep Talk,Rest,Soundproof,255 HP / 255 Atk,255,255,,,,,412/281/178/196/162/172,172,211/143/91/100/83/88,88,31
399,Shiftry 1,Shiftry,1,Quiet,Miracle Seed,Giga Drain,Faint Attack,Quick Attack,Fake Out,Chlorophyll / Early Bird,170 Def / 170 SpA / 170 SpD,,,170,170,170,,321/236/198/283/198/176,176,165/120/101/144/101/90,90,31
400,Glalie 1,Glalie,1,Modest,Petaya Berry,Ice Beam,Crunch,Hail,Protect,Inner Focus,255 HP / 255 SpA,255,,,255,,,364/176/196/284/196/196,196,187/90/100/145/100/100,100,31
401,Ludicolo 1,Ludicolo,1,Quiet,Shell Bell,Surf,Rain Dance,ThunderPunch,Fire Punch,Swift Swim / Rain Dish,170 HP / 170 Def / 170 SpA,170,,170,170,,,343/176/218/283/236/158,158,176/90/111/144/120/81,81,31
402,Hypno 1,Hypno,1,Quiet,TwistedSpoon,ThunderPunch,Fire Punch,Ice Punch,Hypnosis,Insomnia,255 Def / 255 SpA,,,255,255,,,311/182/239/269/266/153,153,160/93/122/137/135/78,78,31
403,Golem 1,Golem,1,Adamant,Quick Claw,Earthquake,Body Slam,Counter,Rock Tomb,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,301/350/296/131/229/126,126,155/178/150/67/117/65,65,31
404,Rhydon 1,Rhydon,1,Adamant,Quick Claw,Earthquake,Rock Tomb,Scary Face,Brick Break,Lightningrod / Rock Head,170 HP / 170 Atk / 170 SpD,170,170,,,170,,393/371/276/113/168/116,116,201/188/140/58/86/60,60,31
405,Alakazam 1,Alakazam,1,Modest,Focus Band,ThunderPunch,Fire Punch,Ice Punch,Thunder Wave,Synchronize / Inner Focus,255 Def / 255 SpA,,,255,255,,,251/122/189/405/206/276,276,130/63/97/205/105/140,140,31
406,Weezing 1,Weezing,1,Adamant,BrightPowder,Sludge Bomb,Will-O-Wisp,Shadow Ball,SmokeScreen,Levitate,255 HP / 255 Atk,255,255,,,,,334/306/276/185/176/156,156,172/156/140/94/90/80,80,31
407,Kangaskhan 1,Kangaskhan,1,Adamant,Focus Band,Dizzy Punch,Brick Break,Counter,Fake Out,Early Bird,255 HP / 255 Atk,255,255,,,,,414/317/196/104/196/216,216,212/161/100/54/100/110,110,31
408,Electabuzz 1,Electabuzz,1,Relaxed,Cheri Berry,Thunderbolt,Thunder Wave,Brick Break,Light Screen,Static,170 HP / 170 Def / 170 SpA,170,,170,170,,,313/202/211/268/206/221,221,161/103/108/136/105/112,112,31
409,Tauros 1,Tauros,1,Adamant,Persim Berry,Earthquake,Thrash,Swagger,Facade,Intimidate,255 Atk / 255 Speed,,255,,,,255,291/328/226/104/176/319,319,150/167/115/54/90/162,162,31
410,Slowbro 1,Slowbro,1,Quiet,Shell Bell,Surf,Rain Dance,Headbutt,Ice Punch,Oblivious / Own Tempo,255 HP / 255 SpD,255,,,,255,,394/186/256/259/259/86,86,202/95/130/132/132/45,45,31
411,Slowking 1,Slowking,1,Quiet,Leftovers,Psychic,Brick Break,Amnesia,Attract,Oblivious / Own Tempo,255 HP / 255 Def,255,,255,,,,394/186/259/259/256/86,86,202/95/132/132/130/45,45,31
412,Miltank 1,Miltank,1,Careful,Focus Band,Facade,Shadow Ball,Counter,Milk Drink,Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/196/288/104/239/236,236,191/100/146/54/122/120,120,31
413,Altaria 1,Altaria,1,Docile,Cheri Berry,Dragon Claw,Aerial Ace,Refresh,Body Slam,Natural Cure,255 HP / 255 Atk,255,255,,,,,354/239/216/176/246/196,196,182/122/110/90/125/100,100,31
414,Nidoqueen 1,Nidoqueen,1,Adamant,Focus Band,Sludge Bomb,Double Kick,Body Slam,Counter,Poison Point,255 HP / 255 Atk,255,255,,,,,384/289/210/167/206/188,188,197/147/107/85/105/96,96,31
415,Nidoking 1,Nidoking,1,Adamant,Quick Claw,Horn Drill,Double Kick,Body Slam,Counter,Poison Point,255 HP / 255 Atk,255,255,,,,,366/311/190/185/186/206,206,188/158/97/94/95/105,105,31
416,Magmar 1,Magmar,1,Relaxed,Rawst Berry,Flamethrower,SmokeScreen,Brick Break,Barrier,Flame Body,170 HP / 170 Def / 170 SpA,170,,170,170,,,313/226/211/278/206/199,199,161/115/108/141/105/102,102,31
417,Cradily 1,Cradily,1,Relaxed,Leftovers,Giga Drain,Rock Slide,Barrier,Confuse Ray,Suction Cups,170 HP / 170 Def / 170 SpD,170,,170,,170,,355/198/299/198/292/109,109,182/101/152/101/148/57,57,31
418,Armaldo 1,Armaldo,1,Adamant,Scope Lens,Slash,Aerial Ace,AncientPower,Protect,Battle Armor,255 HP / 255 Atk,255,255,,,,,354/383/236/158/196/126,126,182/194/120/81/100/65,65,31
419,Golduck 1,Golduck,1,Quiet,Shell Bell,Hydro Pump,Dig,Brick Break,Light Screen,Damp / Cloud Nine,255 Atk / 255 SpA,,255,,255,,,301/263/192/317/196/185,185,155/134/98/161/100/94,94,31
420,Rapidash 1,Rapidash,1,Quiet,Charcoal,Flamethrower,Double Kick,Quick Attack,Protect,Run Away / Flash Fire,255 SpA / 255 Speed,,,,255,,255,271/236/176/284/196/278,278,140/120/90/145/100/141,141,31
421,Muk 1,Muk,1,Adamant,Poison Barb,Sludge Bomb,Body Slam,Screech,Minimize,Stench / Sticky Hold,255 HP / 255 Atk,255,255,,,,,414/339/186/149/236/136,136,212/172/95/76/120/70,70,31
422,Gengar 1,Gengar,1,Timid,Leftovers,Dream Eater,Hypnosis,Confuse Ray,Attract,Levitate,170 HP / 170 SpA / 170 Speed,170,,,170,,170,303/149/156/338/186/327,327,156/76/80/171/95/166,166,31
423,Ampharos 1,Ampharos,1,Relaxed,Magnet,Thunder,Rain Dance,Thunder Wave,Attract,Static,255 HP / 255 SpA,255,,,255,,,384/186/204/329/216/131,131,197/95/105/167/110/67,67,31
424,Scizor 1,Scizor,1,Adamant,Focus Band,Metal Claw,Aerial Ace,Counter,Quick Attack,Swarm,255 Atk / 255 SpD,,255,,,255,,281/394/236/131/259/166,166,145/200/120/67/132/85,85,31
425,Heracross 1,Heracross,1,Adamant,Focus Band,Megahorn,Brick Break,Rock Tomb,Counter,Swarm / Guts,255 Atk / 255 Def,,255,255,,,,301/383/249/104/226/206,206,155/194/127/54/115/105,105,31
426,Ursaring 1,Ursaring,1,Docile,Quick Claw,Mega Kick,Crunch,Aerial Ace,Counter,Guts,170 HP / 170 Atk / 170 SpA,170,170,,170,,,363/338/186/228/186/146,146,186/171/95/116/95/75,75,31
427,Houndoom 1,Houndoom,1,Quirky,Focus Band,Flamethrower,Shadow Ball,Counter,Will-O-Wisp,Early Bird / Flash Fire,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,291/258/136/298/196/268,268,150/131/70/151/100/136,136,31
428,Donphan 1,Donphan,1,Adamant,Chesto Berry,Earthquake,AncientPower,Swagger,Rest,Sturdy,255 HP / 255 Atk,255,255,,,,,384/372/276/140/156/136,136,197/189/140/72/80/70,70,31
429,Claydol 1,Claydol,1,Adamant,Lum Berry,Earthquake,Rock Slide,Swagger,Psych Up,Levitate,255 HP / 255 Atk,255,255,,,,,324/262/246/158/276/186,186,167/134/125/81/140/95,95,31
430,Wailord 1,Wailord,1,Sassy,Shell Bell,Surf,Icy Wind,Body Slam,Roar,Water Veil / Oblivious,170 HP / 170 Def / 170 SpD,170,,170,,170,,523/216/168/216/184/140,140,266/110/86/110/95/72,72,31
431,Ninetales 1,Ninetales,1,Modest,Rawst Berry,Flamethrower,Roar,Confuse Ray,Will-O-Wisp,Flash Fire,255 SpA / 255 Speed,,,,255,,255,287/169/186/287/236/299,299,148/86/95/146/120/152,152,31
432,Machamp 1,Machamp,1,Adamant,Scope Lens,Cross Chop,Rock Slide,Counter,Scary Face,Guts,255 HP / 255 Atk,255,255,,,,,384/394/196/149/206/146,146,197/200/100/76/105/75,75,31
433,Shuckle 1,Shuckle,1,Brave,Chesto Berry,Rollout,Defense Curl,Sleep Talk,Rest,Sturdy,255 Def / 255 SpD,,,255,,255,,181/61/559/56/559/41,41,95/33/282/30/282/22,22,31
434,Steelix 1,Steelix,1,Adamant,Sitrus Berry,Earthquake,DragonBreath,Rock Tomb,Roar,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,291/295/436/131/229/96,96,150/150/220/67/117/50,50,31
435,Tentacruel 1,Tentacruel,1,Impish,Persim Berry,Sludge Bomb,Icy Wind,Barrier,Confuse Ray,Clear Body / Liquid Ooze,255 Atk / 255 Def,,255,255,,,,301/239/251/176/276/236,236,155/122/128/90/140/120,120,31
436,Aerodactyl 1,Aerodactyl,1,Adamant,King's Rock,AncientPower,DragonBreath,Aerial Ace,Roar,Rock Head / Pressure,170 HP / 170 Atk / 170 Speed,170,170,,,,170,343/316/166/140/186/338,338,176/161/85/72/95/171,171,31
437,Porygon2 1,Porygon2,1,Adamant,Leftovers,Tri Attack,Aerial Ace,Shadow Ball,Recover,Trace,255 HP / 255 Atk,255,255,,,,,374/284/216/221/226/156,156,192/145/110/112/115/80,80,31
438,Gardevoir 1,Gardevoir,1,Timid,Leftovers,Dream Eater,Hypnosis,Magical Leaf,Reflect,Synchronize / Trace,170 HP / 170 Def / 170 Speed,170,,170,,,170,319/149/208/286/266/261,261,164/76/106/145/135/133,133,31
439,Exeggutor 1,Exeggutor,1,Quiet,Quick Claw,SolarBeam,Sunny Day,Synthesis,Light Screen,Chlorophyll,255 Def / 255 SpD,,,255,,255,,331/226/269/314/229/131,131,170/115/137/160/117/67,67,31
440,Starmie 1,Starmie,1,Modest,Shell Bell,Psychic,Confuse Ray,Thunder Wave,Recover,Illuminate / Natural Cure,255 HP / 255 SpA,255,,,255,,,324/167/206/328/206/266,266,167/85/105/167/105/135,135,31
441,Flygon 1,Flygon,1,Adamant,BrightPowder,Earthquake,Steel Wing,Faint Attack,Facade,Levitate,255 Atk / 255 Speed,,255,,,,255,301/328/196/176/196/299,299,155/167/100/90/100/152,152,31
442,Venusaur 1,Venusaur,1,Quiet,Chesto Berry,Giga Drain,Sunny Day,Synthesis,Sleep Powder,Overgrow,255 HP / 255 SpA,255,,,255,,,364/200/202/328/236/176,176,187/102/103/167/120/90,90,31
443,Vaporeon 1,Vaporeon,1,Modest,Mystic Water,Surf,Roar,Bite,Quick Attack,Water Absorb,170 Def / 170 SpA / 170 SpD,,,170,170,170,,401/149/198/327/268/166,166,205/76/101/166/136/85,85,31
444,Jolteon 1,Jolteon,1,Modest,Cheri Berry,Thunderbolt,Thunder Wave,Attract,Protect,Volt Absorb,255 SpA / 255 Speed,,,,255,,255,271/149/156/350/226/359,359,140/76/80/178/115/182,182,31
445,Flareon 1,Flareon,1,Modest,Sitrus Berry,Flamethrower,Roar,Bite,Sand-Attack,Flash Fire,255 Def / 255 SpA,,,255,255,,,271/266/219/317/256/166,166,140/135/112/161/130/85,85,31
446,Meganium 1,Meganium,1,Modest,BrightPowder,SolarBeam,Sunny Day,Light Screen,Synthesis,Overgrow,255 HP / 255 SpA,255,,,255,,,364/180/236/291/236/196,196,187/92/120/148/120/100,100,31
447,Espeon 1,Espeon,1,Modest,Lum Berry,Psychic,Charm,Calm Mind,Baton Pass,Synchronize,170 Def / 170 SpD / 170 Speed,,,170,,170,170,271/149/198/325/268/298,298,140/76/101/165/136/151,151,31
448,Umbreon 1,Umbreon,1,Bold,BrightPowder,Confuse Ray,Faint Attack,Double Team,Baton Pass,Synchronize,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/149/327/156/338/166,166,191/76/166/80/171/85,85,31
449,Blastoise 1,Blastoise,1,Modest,Shell Bell,Hydro Pump,Rain Dance,Bite,Seismic Toss,Torrent,255 HP / 255 SpA,255,,,255,,,362/181/236/295/246/192,192,186/93/120/150/125/98,98,31
450,Feraligatr 1,Feraligatr,1,Quiet,Lum Berry,Surf,Rain Dance,Aerial Ace,Roar,Torrent,170 HP / 170 SpA / 170 SpD,170,,,170,170,,353/246/236/259/244/172,172,181/125/120/132/124/88,88,31
451,Aggron 1,Aggron,1,Adamant,Quick Claw,Iron Tail,Earthquake,Aerial Ace,Roar,Sturdy / Rock Head,255 HP / 255 Atk,255,255,,,,,344/350/396/140/156/136,136,177/178/200/72/80/70,70,31
452,Blaziken 1,Blaziken,1,Docile,Quick Claw,Flamethrower,Sunny Day,Double Kick,Roar,Blaze,255 Atk / 255 SpA,,255,,255,,,301/339/176/319/176/196,196,155/172/90/162/90/100,100,31
453,Walrein 1,Walrein,1,Quiet,Leftovers,Blizzard,Hail,Yawn,Protect,Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,403/196/258/248/258/149,149,206/100/131/127/131/76,76,31
454,Sceptile 1,Sceptile,1,Modest,Leftovers,Leaf Blade,Leech Seed,Aerial Ace,Detect,Overgrow,255 SpA / 255 Speed,,,,255,,255,281/185/166/339/206/339,339,145/94/85/172/105/172,172,31
455,Charizard 1,Charizard,1,Modest,Focus Band,Fire Blast,Sunny Day,Roar,Scary Face,Blaze,255 SpA / 255 Speed,,,,255,,255,297/183/192/348/206/299,299,153/94/98/177/105/152,152,31
456,Typhlosion 1,Typhlosion,1,Modest,Focus Band,Fire Blast,Sunny Day,SmokeScreen,Roar,Blaze,255 SpA / 255 Speed,,,,255,,255,297/183/192/348/206/299,299,153/94/98/177/105/152,152,31
457,Lapras 1,Lapras,1,Bold,Leftovers,Surf,Attract,Confuse Ray,Sing,Water Absorb / Shell Armor,255 Def / 255 SpD,,,255,,255,,401/185/284/206/289/156,156,205/94/145/105/147/80,80,31
458,Crobat 1,Crobat,1,Quirky,King's Rock,Sludge Bomb,Bite,Astonish,Screech,Inner Focus,170 HP / 170 Atk / 170 SpA,170,170,,170,,,353/258/196/218/196/296,296,181/131/100/111/100/150,150,31
459,Swampert 1,Swampert,1,Adamant,Lum Berry,Earthquake,Counter,Rest,Curse,Torrent,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/281/258/185/258/156,156,196/143/131/94/131/80,80,31
460,Gyarados 1,Gyarados,1,Careful,Lum Berry,Return,Bite,Thunder Wave,Dragon Dance,Intimidate,255 HP / 255 SpD,255,,,,255,,394/286/194/140/328/198,198,202/145/99/72/167/101,101,31
461,Snorlax 1,Snorlax,1,Adamant,Leftovers,Facade,Shadow Ball,Attract,Double Team,Immunity / Thick Fat,255 Atk / 255 Def,,255,255,,,,461/350/229/149/256/96,96,235/178/117/76/130/50,50,31
462,Kingdra 1,Kingdra,1,Modest,Lum Berry,Hydro Pump,DragonBreath,Icy Wind,Attract,Swift Swim,255 HP / 255 SpA,255,,,255,,,354/203/226/317/226/206,206,182/103/115/161/115/105,105,31
463,Blissey 1,Blissey,1,Bold,BrightPowder,Toxic,Double Team,Sing,Softboiled,Natural Cure / Serene Grace,255 Def / 255 SpD,,,255,,255,,651/50/130/186/369/146,146,330/27/68/95/187/75,75,31
464,Milotic 1,Milotic,1,Modest,Lum Berry,Hydro Pump,Icy Wind,Recover,Mirror Coat,Marvel Scale,170 HP / 170 Def / 170 SpA,170,,170,170,,,373/140/236/305/286/198,198,191/72/120/155/145/101,101,31
465,Arcanine 1,Arcanine,1,Adamant,King's Rock,Flamethrower,ExtremeSpeed,Crunch,Body Slam,Intimidate / Flash Fire,255 Atk / 255 Speed,,255,,,,255,321/350/196/212/196/289,289,165/178/100/108/100/147,147,31
466,Salamence 1,Salamence,1,Hardy,King's Rock,Dragon Claw,Aerial Ace,Headbutt,Rock Slide,Intimidate,255 Atk / 255 Speed,,255,,,,255,331/369/196/256/196/299,299,170/187/100/130/100/152,152,31
467,Metagross 1,Metagross,1,Adamant,Leftovers,Meteor Mash,Aerial Ace,Facade,Light Screen,Clear Body,170 Atk / 170 SpD / 170 Speed,,170,,,170,170,301/382/296/203/258/218,218,155/194/150/103/131/111,111,31
468,Slaking 1,Slaking,1,Adamant,Scope Lens,Yawn,Bulk Up,Swagger,Aerial Ace,Truant,170 HP / 170 Def / 170 SpD,170,,170,,170,,483/391/278/203/208/236,236,246/198/141/103/106/120,120,31
469,Dugtrio 2,Dugtrio,2,Adamant,King's Rock,Earthquake,AncientPower,Aerial Ace,Tri Attack,Sand Veil / Arena Trap,255 Atk / 255 Speed,,255,,,,255,211/284/136/122/176/339,339,110/145/70/63/90/172,172,31
470,Medicham 2,Medicham,2,Hardy,Salac Berry,Reversal,Endure,Psychic,Fake Out,Pure Power,255 Atk / 255 Speed,,255,,,,255,261/219/186/156/186/259,259,135/112/95/80/95/132,132,31
471,Marowak 2,Marowak,2,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Icy Wind,Rock Head / Lightningrod,255 Atk / 255 Speed,,255,,,,255,261/284/256/122/196/189,189,135/145/130/63/100/97,97,31
472,Quagsire 2,Quagsire,2,Sassy,Leftovers,Curse,Attract,Yawn,AncientPower,Damp / Water Absorb,255 Def / 255 SpD,,,255,,255,,331/206/269/166/251/95,95,170/105/137/85/128/49,49,31
473,Misdreavus 2,Misdreavus,2,Bold,Leftovers,Psychic,Attract,Thunder Wave,Confuse Ray,Levitate,255 Def / 255 SpA,,,255,255,,,261/140/240/269/206/206,206,135/72/123/137/105/105,105,31
474,Fearow 2,Fearow,2,Adamant,Focus Band,Drill Peck,Tri Attack,Attract,Pursuit,Keen Eye,255 Atk / 255 Speed,,255,,,,255,271/306/166/142/158/299,299,140/156/85/73/81/152,152,31
475,Granbull 2,Granbull,2,Quiet,White Herb,Overheat,Thunderbolt,Ice Punch,Facade,Intimidate,255 SpA / 255 SpD,,,,255,255,,321/276/186/240/219/113,113,165/140/95/123/112/58,58,31
476,Jynx 2,Jynx,2,Impish,BrightPowder,Perish Song,Mean Look,Lovely Kiss,Protect,Oblivious,255 HP / 255 Def,255,,255,,,,334/136/185/239/226/226,226,172/70/95/121/115/115,115,31
477,Dusclops 2,Dusclops,2,Impish,Leftovers,Toxic,Confuse Ray,Double Team,Protect,Pressure,170 HP / 170 Def / 170 SpD,170,,170,,170,,263/176/371/140/338/86,86,136/90/188/72/171/45,45,31
478,Dodrio 2,Dodrio,2,Adamant,King's Rock,Drill Peck,Double-Edge,Faint Attack,Protect,Run Away / Early Bird,255 Atk / 255 Speed,,255,,,,255,261/350/176/140/156/299,299,135/178/90/72/80/152,152,31
479,Mr. Mime 2,Mr. Mime,2,Adamant,Liechi Berry,Baton Pass,Swagger,Psych Up,Psychic,Soundproof,170 HP / 170 Def / 170 SpD,170,,170,,170,,263/138/208/212/318/216,216,136/72/106/108/161/110,110,31
480,Lanturn 2,Lanturn,2,Docile,Salac Berry,Flail,Endure,Thunderbolt,Surf,Volt Absorb / Illuminate,255 Atk / 255 SpA,,255,,255,,,391/215/152/251/188/170,170,200/110/78/128/96/87,87,31
481,Breloom 2,Breloom,2,Docile,BrightPowder,Giga Drain,Leech Seed,Focus Punch,Spore,Effect Spore,255 SpA / 255 Speed,,,,255,,255,261/296/196/219/156/239,239,135/150/100/112/80/122,122,31
482,Forretress 2,Forretress,2,Adamant,Lum Berry,Earthquake,Double-Edge,Counter,Protect,Sturdy,255 Atk / 255 SpD,,255,,,255,,291/306/316/140/219/116,116,150/156/160/72/112/60,60,31
483,Skarmory 2,Skarmory,2,Careful,BrightPowder,Spikes,Roar,Drill Peck,Toxic,Keen Eye / Sturdy,170 HP / 170 Atk / 170 SpD,170,170,,,170,,313/238/316/104/239/176,176,161/121/160/54/122/90,90,31
484,Whiscash 2,Whiscash,2,Hardy,Shell Bell,Surf,Earthquake,Spark,Future Sight,Oblivious,255 Atk / 255 SpA,,255,,255,,,361/255/182/251/178/156,156,185/130/93/128/91/80,80,31
485,Xatu 2,Xatu,2,Impish,Leftovers,Fly,Toxic,Confuse Ray,Attract,Synchronize / Early Bird,170 HP / 170 Def / 170 SpD,170,,170,,170,,313/186/239/203/218/226,226,161/95/122/103/111/115,115,31
486,Clefable 2,Clefable,2,Adamant,Focus Band,Meteor Mash,Cosmic Power,Double Team,Follow Me,Cute Charm,255 Atk / 255 Def,,255,255,,,,331/262/245/185/216/156,156,170/134/125/94/110/80,80,31
